Pourcentage erreur;Voisin;Dimension
24.01;15;('Taille', 'Polarite', 'Charge', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
24.67;16;('Taille', 'Polarite', 'Charge', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;17;('Taille', 'Polarite', 'Charge', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;18;('Taille', 'Polarite', 'Charge', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
24.34;19;('Taille', 'Polarite', 'Charge', 'Volume', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;1;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.96;2;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.66;3;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.66;4;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;5;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;6;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;7;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
21.71;8;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;9;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;10;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
21.71;11;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
21.71;12;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
22.37;13;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;14;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;15;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;16;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;17;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;18;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.68;19;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
21.05;1;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.66;2;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;3;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;4;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;5;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
26.32;6;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.34;7;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.36;8;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
20.72;9;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;10;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;11;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.66;12;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;13;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.0;14;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.38;15;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;16;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.05;17;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;18;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;19;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;1;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
28.29;2;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
27.96;3;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;4;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.67;5;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;6;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;7;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.05;8;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;9;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
22.7;11;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.68;12;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;13;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;14;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
22.7;15;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;16;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.38;17;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;18;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
21.71;19;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;1;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
28.29;2;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
27.63;3;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;4;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;5;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.99;6;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;7;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
20.72;8;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
22.37;9;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;10;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;11;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.66;12;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;13;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;14;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;15;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;16;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;17;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;18;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;19;('Taille', 'Polarite', 'Charge', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;1;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
28.29;2;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
27.96;3;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;4;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.34;5;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.67;6;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;7;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.04;8;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.37;9;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.04;11;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;12;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;13;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;14;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;15;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;16;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
21.71;17;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.04;18;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.37;19;('Taille', 'Polarite', 'Charge', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
31.58;1;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
33.22;2;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
30.26;3;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.62;4;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.96;5;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.66;6;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;7;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;8;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;9;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.03;10;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
22.7;11;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;12;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;13;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;14;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;15;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.68;16;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.68;17;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;18;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.01;19;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;1;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
29.93;2;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
28.62;3;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
25.99;4;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
24.67;5;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.68;6;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.36;7;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;8;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;9;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;10;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;11;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.36;12;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.37;13;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.04;14;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.7;15;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
22.37;16;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.38;17;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
21.05;18;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
23.03;19;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Pi')
29.28;1;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
31.25;2;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
30.26;3;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.99;4;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.0;5;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;6;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.36;7;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;8;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.68;9;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;11;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;12;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;13;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;14;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.01;15;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
24.34;16;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.03;17;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
25.33;18;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
23.68;19;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Hydropathie', 'Pi')
29.28;1;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
32.24;2;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
30.92;3;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
27.3;4;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;5;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;6;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;7;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;8;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;9;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;11;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
24.67;12;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;13;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;14;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;15;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;16;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;17;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
25.33;18;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;19;('Taille', 'Polarite', 'Volume', 'Tendance helice', 'Flexibilite', 'Hydropathie', 'Pi')
28.62;1;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
31.25;2;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
29.61;3;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.99;4;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;5;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;6;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;7;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;8;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;9;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;11;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;12;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;13;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;14;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;15;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.34;16;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;17;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.66;18;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;19;('Taille', 'Polarite', 'Volume', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.36;1;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
28.29;2;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
27.96;3;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.66;4;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.67;5;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
25.0;6;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;7;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
21.05;8;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.03;9;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;10;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.37;11;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
23.68;12;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;13;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
24.01;14;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
21.71;15;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.7;16;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
21.71;17;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
22.04;18;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
21.38;19;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie', 'Pi')
26.32;1;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
30.59;2;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.96;3;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.28;4;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
31.91;5;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.62;6;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.95;7;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.61;8;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.62;9;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.62;10;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.93;11;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.95;12;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.61;13;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
29.61;14;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
28.62;15;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.97;16;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;17;('Taille', 'Charge', 'Volume', 'Tendance helice', 'Tendance feuillet', 'Flexibilite', 'Hydropathie')
